"Groupe";"pid";"Etablissement";"Groupe.détaillé";"Comparable";"Rentrée";"kpi.ENS.P.effectif";"kpi.ENS.S.titulaires";"kpi.ENS.S.EC";"kpi.ENS.S.DocATER";"kpi.ENS.S.contractuels";"kpi.ETU.P.effectif";"kpi.ETU.S.cycle1_L";"kpi.ETU.S.cycle2_M";"kpi.ETU.S.cycle3_D";"kpi.ETU.S.DU_DE";"kpi.BIA.P.effectif";"kpi.BIA.S.A";"kpi.BIA.S.B";"kpi.BIA.S.C";"kpi.BIA.S.titulaires";"kpi.FIN.P.ressources";"kpi.FIN.S.masseSalariale";"kpi.FIN.S.SCSP";"kpi.FIN.S.recettesFormation";"kpi.FIN.S.recettesRecherche";"kpi.FIN.S.investissements";"kpi.IMO.P.batiments";"kpi.IMO.S.état_satisfaisant";"kpi.IMO.S.énergie_ABC";"kpi.IMO.S.GES_ABC";"kpi.IMO.S.propriété_propre";"kpi.K.dotPres";"kpi.K.resPetu";"kpi.K.forPetu";"kpi.K.recPect";"kpi.K.ensPetu";"kpi.K.titPper";"kpi.K.biaPper";"kpi.K.dotPetu"
NA;"HCBvW,QYw7j";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"HqAYu,mMex4";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"I4SPK,p25Q3";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"QtZkX";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA
NA;"XR16q,jYUcF";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"bxPQe,6G2TU";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"bxPQe,6G2TU,5cZyU";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"jYUcF,IXHyv";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"m7K6T,mMex4";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"ti37C,9wAap";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"vb71K,3Z5e6";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"wAASR,8k883";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"y52D7,FKt2q";NA;NA;NA;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"FKt2q";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;10;8;10;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
NA;"8DrrS";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52980293;17716266;46285628;NA;NA;6364465;NA;NA;NA;NA;NA;0,873638581047485;NA;NA;NA;NA;NA;NA;NA
NA;"ClZg2";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;366513;0;80000;0;0;0;NA;NA;NA;NA;NA;0,218273294535255;NA;NA;NA;NA;NA;NA;NA
NA;"6G2TU,TWBzp";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"8618D,5cZyU";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"8k883,bxPQe,6G2TU,5cZyU,QXnpG";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"CUBKB,7Gzub";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"G4572,TeXD3,u79ZJ";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"HCBvW,QYw7j";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"I4SPK,p25Q3";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA
NA;"QtZkX";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA
NA;"XR16q,jYUcF";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"bxPQe,6G2TU";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"bxPQe,6G2TU,5cZyU";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"jYUcF,IXHyv";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"m7K6T,mMex4";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"ti37C,9wAap";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"u79ZJ,TWBzp";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"vb71K,3Z5e6";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"wAASR,8k883";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"y52D7,FKt2q";NA;NA;NA;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"8DrrS";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53970036;18498129;45549381;NA;NA;7987801;NA;NA;NA;NA;NA;0,843975368109816;NA;NA;NA;NA;NA;NA;NA
NA;"ClZg2";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;236725;0;0;0;0;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
NA;"wc3zx";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10193330;5382464;6246793;NA;NA;39750;NA;NA;NA;NA;NA;0,612831429964496;NA;NA;NA;NA;NA;NA;NA
NA;"6G2TU,TWBzp";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"8618D,5cZyU";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"8k883,bxPQe,6G2TU,5cZyU,QXnpG";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"CUBKB,7Gzub";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"FKt2q";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA
NA;"G4572,TeXD3,u79ZJ";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"HCBvW,QYw7j";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"I4SPK,p25Q3";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA
NA;"QtZkX";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA
NA;"XR16q,jYUcF";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"bxPQe,6G2TU";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"bxPQe,6G2TU,5cZyU";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"jYUcF,IXHyv";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"m7K6T,mMex4";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"ti37C,91D9w";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"u79ZJ,TWBzp";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"vb71K,3Z5e6";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"wAASR,8k883";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;"y52D7,FKt2q";NA;NA;NA;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Universités et assimilés";"Universités et assimilés";NA;NA;2006;NA;NA;NA;NA;NA;1447693;860369;518480;68844;79560;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Ecoles d'ingénieurs";"Ecoles d'ingénieurs";NA;NA;2006;NA;NA;NA;NA;NA;45906;199;42976;2731;2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Autres établissements";"Autres établissements";NA;NA;2006;NA;NA;NA;NA;NA;34141;10206;20438;3497;8754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Universités et assimilés";"Universités et assimilés";NA;NA;2007;NA;NA;NA;NA;NA;1410200;831988;511225;66987;79312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Ecoles d'ingénieurs";"Ecoles d'ingénieurs";NA;NA;2007;NA;NA;NA;NA;NA;48043;206;44970;2867;2149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Autres établissements";"Autres établissements";NA;NA;2007;NA;NA;NA;NA;NA;33014;8905;20669;3440;2749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Universités et assimilés";"Universités et assimilés";NA;NA;2008;NA;NA;NA;NA;NA;1388757;816901;507084;64772;79311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Regroupements";"Regroupements";NA;NA;2008;NA;NA;NA;NA;NA;1237;NA;NA;1237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Ecoles d'ingénieurs";"Ecoles d'ingénieurs";NA;NA;2008;NA;NA;NA;NA;NA;50364;209;46628;3527;2331;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Autres établissements";"Autres établissements";NA;NA;2008;NA;NA;NA;NA;NA;36683;8713;23904;4066;3541;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Universités et assimilés";"Universités et assimilés";NA;NA;2009;NA;NA;NA;NA;NA;1429684;837903;527414;64367;83551;NA;NA;NA;NA;NA;6713778165,3;5013017988,16;5231317773,29;297627325,73;144734527,74;519286493,93;NA;NA;NA;NA;NA;0,779191335264537;4917,37681820412;208,176999763584;NA;NA;NA;NA;3831,57740897535
"Groupe";"Regroupements";"Regroupements";NA;NA;2009;NA;NA;NA;NA;NA;1262;NA;NA;1262;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Ecoles d'ingénieurs";"Ecoles d'ingénieurs";NA;NA;2009;NA;NA;NA;NA;NA;52452;195;49238;3019;2557;NA;NA;NA;NA;NA;577991758,44;294404589,77;299087241,72;70927209,97;33153270,74;84363832,22;NA;NA;NA;NA;NA;0,517459353619914;11692,4272943176;1352,23080092275;NA;NA;NA;NA;6050,35586996541
"Groupe";"Autres établissements";"Autres établissements";NA;NA;2009;NA;NA;NA;NA;NA;37538;8783;24624;4131;4996;NA;NA;NA;NA;NA;339932557,96;174798578,59;218015523,23;23457008,35;13066026,52;32669660,2;NA;NA;NA;NA;NA;0,641349344523963;10175,4889083126;624,887003836113;NA;NA;NA;NA;6526,04314155716
"Groupe";"Universités et assimilés";"Universités et assimilés";NA;NA;2010;NA;62578;NA;NA;NA;1420672;848313;508813;63546;89287;NA;NA;NA;NA;NA;8304382423,19;6640007030,28;6894352054,29;406369394,82;144091640;530760560,1;NA;NA;NA;NA;NA;0,83020647447997;6119,09463321018;286,04026462125;NA;NA;NA;NA;5080,11198244673
"Groupe";"Regroupements";"Regroupements";NA;NA;2010;NA;NA;NA;NA;NA;1440;NA;NA;1440;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Ecoles d'ingénieurs";"Ecoles d'ingénieurs";NA;NA;2010;NA;4277;NA;NA;NA;54718;139;51409;3170;2555;NA;NA;NA;NA;NA;545265795,14;283988513,58;286653860,28;73016665,46;30106958,76;63003811,28;NA;NA;NA;NA;NA;0,525713996430677;10577,8263975324;1334,41765890566;NA;NA;NA;NA;5560,91138899666
"Groupe";"Autres établissements";"Autres établissements";NA;NA;2010;NA;2231;NA;NA;NA;38651;8546;25947;4158;4862;NA;NA;NA;NA;NA;339344070,91;175090850,5;207335002,52;23866924,19;13115092,23;31343053,27;NA;NA;NA;NA;NA;0,610987550081548;9838,05615371235;617,498232645986;NA;NA;NA;NA;6010,9298269214
"Groupe";"Universités et assimilés";"Universités et assimilés";NA;NA;2011;NA;63009;NA;NA;NA;1429521;857825;508935;62761;92066;NA;NA;NA;NA;NA;10472020514,79;8406381017,79;8648241686,27;513499470,14;150132721,55;529082496,58;NA;NA;NA;NA;NA;0,825842699033657;7661,93078140273;359,210861638269;NA;NA;NA;NA;6327,54959632269
"Groupe";"Regroupements";"Regroupements";NA;NA;2011;NA;NA;NA;NA;NA;1388;NA;NA;1388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Ecoles d'ingénieurs";"Ecoles d'ingénieurs";NA;NA;2011;NA;4343;NA;NA;NA;56281;194;52893;3194;2909;NA;NA;NA;NA;NA;831103498,51;483878251,05;486671338,74;90130802,37;44125899,53;99764863,57;NA;NA;NA;NA;NA;0,585572482383365;15655,4994350783;1601,44280254438;NA;NA;NA;NA;9167,42966715015
"Groupe";"Autres établissements";"Autres établissements";NA;NA;2011;NA;2189;NA;NA;NA;40228;8821;27256;4151;4759;NA;NA;NA;NA;NA;588325823;391626303,51;445888083,67;14944856,8;13958513,96;42526957,92;NA;NA;NA;NA;NA;0,757893103172526;16307,5040330404;371,503848066024;NA;NA;NA;NA;12359,3448365995
"Groupe";"Universités et assimilés";"Universités et assimilés";NA;NA;2012;85491;63025;55571;16634;4920;1443027;865361;516224;61442;92317;NA;NA;NA;NA;NA;10084998024,24;8173479554,21646;8428578642,19;507726117,92;175255495,18;475260908,48;NA;NA;NA;NA;NA;0,835754119329654;7299,58563840806;351,847968139196;3153,72217847438;4,91790226442818;NA;NA;6100,65876669912
"Groupe";"Regroupements";"Regroupements";NA;NA;2012;NA;NA;NA;NA;NA;1416;NA;NA;1416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Ecoles d'ingénieurs";"Ecoles d'ingénieurs";NA;NA;2012;6128;4353;3900;1299;454;57651;259;54256;3136;3003;NA;NA;NA;NA;NA;877914579,41;570400865,602013;559948062,22;94116682,56;60066379,14;90785569,9;NA;NA;NA;NA;NA;0,637816110305756;16104,0920739246;1632,52471873862;15401,6356769231;8,81775658075759;NA;NA;10271,4493665964
"Groupe";"Autres établissements";"Autres établissements";NA;NA;2012;3917;2244;2452;1007;621;41040;9079;27936;4025;5065;NA;NA;NA;NA;NA;634499495,35;434327798,944769;482650035,46;10368614,02;32139681,62;30930338,05;NA;NA;NA;NA;NA;0,760678359868139;17141,6856774281;252,646540448343;13107,537365416;7,7401053626908;NA;NA;13039,3093464812
"Groupe";"Universités et assimilés";"Universités et assimilés";NA;NA;2013;85619;63321;55714;16619;4798;1477820;886582;530577;60661;94538;NA;NA;NA;NA;NA;12707468016,12;10230872715,1706;10463711181,02;505937059,11;280433965,02;716709134,74;NA;NA;NA;NA;NA;0,823430062365399;8966,86117515395;342,353641925268;5033,45595397925;4,80672952011736;NA;NA;7383,58305667889
"Groupe";"Regroupements";"Regroupements";NA;NA;2013;NA;NA;NA;NA;NA;1382;NA;NA;1382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Ecoles d'ingénieurs";"Ecoles d'ingénieurs";NA;NA;2013;6189;4367;3894;1371;433;59219;281;55783;3155;2780;NA;NA;NA;NA;NA;960278872,98;633069508,328865;618679364,52;65126887,39;53066991,78;114231483,38;NA;NA;NA;NA;NA;0,644270515501475;17128,2618610873;1099,76337645013;13627,8869491525;8,56164383561644;NA;NA;11035,234098887
"Groupe";"Autres établissements";"Autres établissements";NA;NA;2013;3946;2246;2475;1069;662;41931;9186;28539;4206;4917;NA;NA;NA;NA;NA;742332474,74;450845930,750608;493518077,31;10055548,05;27782769,79;97857093,37;NA;NA;NA;NA;NA;0,664820810220991;19677,4678526176;239,811787221865;11225,3615313131;7,70841616964877;NA;NA;13081,9901208748
"Groupe";NA;NA;NA;NA;2013;NA;NA;NA;NA;NA;1433;NA;1433;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Universités et assimilés";"Universités et assimilés";NA;NA;2014;85157;63292;55229;16607;4403;1506063;905129;541408;59526;97615;NA;NA;NA;NA;NA;12754433795;10355838983,78;10486331618;395424729,59;237399247,47;781517516,18;NA;NA;NA;NA;NA;0,822171472802725;8817,21918969235;262,555238120849;4298,452759782;4,67979733667373;NA;NA;7249,26608721381
"Groupe";"Regroupements";"Regroupements";NA;NA;2014;NA;NA;NA;NA;NA;1387;NA;NA;1387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Ecoles d'ingénieurs";"Ecoles d'ingénieurs";NA;NA;2014;6283;4382;3885;1452;431;62317;374;58597;3346;2999;NA;NA;NA;NA;NA;1110281598;785227207,8;732814281,11;71901438,73;41865341,96;132682834,19;NA;NA;NA;NA;NA;0,660025602901148;18827,586406878;1153,8013500329;10776,1497966538;8,1616387715996;NA;NA;12426,6890693731
"Groupe";"Autres établissements";"Autres établissements";NA;NA;2014;4168;2299;2558;1079;733;43811;9908;29537;4366;5931;NA;NA;NA;NA;NA;743121335;454612315,62;528854901;18554776,7;28815173,74;78758851,83;NA;NA;NA;NA;NA;0,711666959474391;18839,4304728102;423,518675675059;11264,7278107897;7,68665230067182;NA;NA;13407,400202814
"Groupe";NA;NA;NA;NA;2014;NA;NA;NA;NA;NA;2862;NA;2862;NA;179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Universités et assimilés";"Universités et assimilés";NA;NA;2015;85939;62994;51750;17130;1493;1547966;931274;558124;58568;105600;78921;24141;18119;36661;47776;13212095037;10696023705;10825909219;NA;NA;919443413;NA;NA;NA;NA;NA;0,819393834867402;8870,76190313133;NA;NA;4,32973590672204;0,671903433216062;0,478715273565449;7268,64761400244
"Groupe";"Regroupements";"Regroupements";NA;NA;2015;NA;NA;NA;NA;NA;1393;NA;NA;1393;NA;304;253;46;5;12;80313501;29528784;3139912;NA;NA;33571027;NA;NA;NA;NA;NA;0,0390956932633282;NA;NA;NA;NA;NA;NA;NA
"Groupe";"Ecoles d'ingénieurs";"Ecoles d'ingénieurs";NA;NA;2015;6295;4374;3695;1329;234;63116;473;59364;3279;3171;7773;3187;2108;2478;4291;1141942820;794784183;766426721;NA;NA;184454647;NA;NA;NA;NA;NA;0,671160330952473;19084,2258134599;NA;NA;7,70092083493491;0,615936878021041;0,552530565823145;12808,5753129335
"Groupe";"Autres établissements";"Autres établissements";NA;NA;2015;3948;2260;1879;1122;86;44646;10074;30130;4442;6059;6282;2450;1367;2465;3507;800405020;522369432;520136720;NA;NA;76043028;NA;NA;NA;NA;NA;0,649841901291424;19908,5916824197;NA;NA;5,83524027459954;0,563734115347019;0,614076246334311;12937,4370709382
